MasterID,Site_Name,Site_Type,Site_Address1,Site_Address2,Site_City,Site_State,Site_Zip,Site_Phone,Ext,Contact_First_Name,Contact_Last_Name,Contact_Phone,Sponsoring_Organization,Start_Date,End_Date,Days_of_operation,Comments,Breakfast_Time,Lunch_Time,Snack_Time_AM,Snack_Time_PM,Supper_Time,Site_Location,Site_Program,State_Site_ID_Number,State_Sponsor_ID_Number,sooX,sooY,SOO,Cycle,Country,RecordStatus,FNSID,Created,Season,County,LocationType,Confidence,Mapped_Status,MapX,MapY,Service_Model
405794,Kiwanas Park,Open,1701 5th Street,,Bremerton,WA,98312,3604734716,,Lynn,Johnson,3604734716,Bremerton School District,7/8/2024,8/9/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 12:30PM,,,,,SFSP,665636,159944,,,WA,19,USA,U,143604,9/4/2024 0:00,2024,Kitsap County,A,99.51,M,-122.6409112,47.56656159,Eat On-Site
405792,Bremerton YMCA,Open,2261 Homer R. Jones Road,,Bremerton,WA,98310,3604734716,,Lynn,Johnson,3604734716,Bremerton School District,6/17/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 12:00PM,,2:00PM - 2:30PM,,,SFSP,665626,159944,,,WA,19,USA,U,57551,9/4/2024 0:00,2024,Kitsap County,A,98.04,M,-122.621961,47.57816098,Eat On-Site
405793,Crown Hill Elementary,Open,1500 Rocky Point Road,,Bremerton,WA,98312,3604734716,,Lynn,Johnson,3604734716,Bremerton School District,6/26/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:00AM - 8:30AM,12:00PM - 12:30PM,,,,,SFSP,662851,159944,,,WA,19,USA,U,57963,9/4/2024 0:00,2024,Kitsap County,A,100,M,-122.6677129,47.57479497,Eat On-Site
405796,Marvin Williams Recreation Center,Open,725 Park Ave,,Bremerton,WA,98337,3604734716,,Lynn,Johnson,3604734716,Bremerton School District,6/24/2024,8/21/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,9:00AM - 9:30AM,12:00PM - 12:30PM,,,,,SFSP,687883,159944,,,WA,19,USA,U,355083,9/4/2024 0:00,2024,Kitsap County,A,100,M,-122.6303195,47.56839677,Eat On-Site
405797,Mountain View Middle School,Open,2400 Perry Ave.,,Bremerton,WA,98310,3604734716,,Lynn,Johnson,3604734716,Bremerton School District,6/17/2024,8/16/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,9:00AM - 9:30AM,12:00PM - 12:30PM,,,,,SFSP,661467,159944,,,WA,19,USA,U,59251,9/4/2024 0:00,2024,Kitsap County,A,100,M,-122.6136146,47.58250773,Eat On-Site
405799,The Summit at Bay Vista,Open,4650 Bay Vista Blvd,,Bremerton,WA,98312,3604734716,,Lynn,Johnson,3604734716,Bremerton School District,6/20/2024,8/16/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:45AM - 12:15PM,,2:00PM - 2:15PM,,,SFSP,684288,159944,,,WA,19,USA,U,39344,9/4/2024 0:00,2024,Kitsap County,A,100,M,-122.678274,47.56577178,Eat On-Site
405800,Warren Avenue Playfield,Open,1017 Warren Ave,,Bremerton,WA,98310,3604734716,,Lynn,Johnson,3604734716,Bremerton School District,7/8/2024,7/12/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 12:30PM,,,,,SFSP,687091,159944,,,WA,19,USA,U,329079,9/4/2024 0:00,2024,Kitsap County,A,99.51,M,-122.6329989,47.57023738,Eat On-Site
405798,Sylvan Way and Mobile Services,Open,1301 Sylvan Way,,Bremerton,WA,98310,3604734716,,Lynn,Johnson,3604734716,Bremerton School District,6/20/2024,8/16/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:15PM - 12:45PM,,,,,SFSP,687445,159944,,,WA,19,USA,U,350035,9/4/2024 0:00,2024,Kitsap County,A,100,M,-122.627534,47.59557855,Eat On-Site
405801,Warren Avenue Playfield,Open,1017 Warren Ave,,Bremerton,WA,98310,3604734716,,Lynn,Johnson,3604734716,Bremerton School District,7/15/2024,8/9/2024,"T, TH",Please confirm mealtimes with site.,,12:00PM - 12:30PM,,,,,SFSP,687091,159944,,,WA,19,USA,U,329079,9/4/2024 0:00,2024,Kitsap County,A,99.51,M,-122.6329989,47.57023738,Eat On-Site
405803,Bridgeport Elementary School,Open,1400 Tacoma Avenue,,Bridgeport,WA,98813,5096865656,306,April,Garcia,5096865656,Bridgeport School District,6/17/2024,8/9/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,7:30AM - 8:30AM,11:30AM - 12:30PM,,,,,SFSP,659058,159342,,,WA,19,USA,U,26127,9/4/2024 0:00,2024,Douglas County,A,100,M,-119.6747353,48.00620114,Eat On-Site
405804,Allen Elementary,Open,17145 Cook Road,,Bow,WA,98232,3607573311,2660,Mark,Dalton,3607573311,Burlington - Edison School District,6/24/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:00AM - 9:00AM,11:15AM - 12:30PM,,,,,SFSP,665294,159210,,,WA,19,USA,U,40932,9/4/2024 0:00,2024,Skagit County,A,100,M,-122.3745557,48.50868211,Eat On-Site
405806,West View Elementary,Open,515 West Victoria Avenue,,Burlington,WA,98233,3607573311,2660,Mark,Dalton,3607573311,Burlington - Edison School District,6/24/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:00AM - 8:30AM,11:30AM - 12:00PM,,,,,SFSP,660530,159210,,,WA,19,USA,U,48449,9/4/2024 0:00,2024,Skagit County,A,100,M,-122.3414655,48.47672458,Eat On-Site
405802,West Hills S.T.E.M. Academy,Open,520 National Ave. S.,,Bremerton,WA,98312,3604734716,,Lynn,Johnson,3604734716,Bremerton School District,6/20/2024,8/16/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:45AM - 12:15PM,,,,,SFSP,661466,159944,,,WA,19,USA,U,127535,9/4/2024 0:00,2024,Kitsap County,A,100,M,-122.6677283,47.55722934,Eat On-Site
405805,Lucille Umbarger Elementary,Open,820 S. Skagit Street,,Burlington,WA,98233,3607573311,2660,Mark,Dalton,3607573311,Burlington - Edison School District,7/1/2024,8/9/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:00AM - 8:30AM,12:00PM - 12:30PM,,,,,SFSP,663448,159210,,,WA,19,USA,U,45009,9/4/2024 0:00,2024,Skagit County,A,100,M,-122.3193032,48.46975907,Eat On-Site
405810,Fords Prairie Elementary,Open,1620 Harrison Ave.,,Centralia,WA,98531,3608276208,,Stephanie,Axelson,3608276208,Centralia School District,6/24/2024,7/19/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,7:45AM - 8:30AM,10:35AM - 11:30PM,,,,,SFSP,661790,160060,,,WA,19,USA,U,35752,9/4/2024 0:00,2024,Lewis County,A,100,M,-122.9883904,46.73455493,Eat On-Site
405809,Centralia High School,Open,813 Eshom Rd.,,Centralia,WA,98531,3608276208,,Stephanie,Axelson,3608276208,Centralia School District,6/24/2024,7/19/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:00AM - 8:30AM,11:30AM - 12:15PM,,,,,SFSP,664722,160060,,,WA,19,USA,U,34727,9/4/2024 0:00,2024,Lewis County,A,100,M,-122.9997942,46.72659932,Eat On-Site
405807,Central Valley High School,Open,821 S Sullivan Rd,,Veradale,WA,99037,5095585414,,Denice,Kwate,5095585414,Central Valley School District,6/25/2024,7/12/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,7:30AM - 8:00AM,11:30AM - 12:30PM,,,,,SFSP,660822,159956,,,WA,19,USA,U,271546,9/4/2024 0:00,2024,Spokane County,A,100,M,-117.1965385,47.64948559,Eat On-Site
405808,McDonald,Open,1512 S McDonald Rd,,Spokane,WA,99216,5095585414,,Denice,Kwate,5095585414,Central Valley School District,6/25/2024,7/11/2024,"M, T, W, TH",Please confirm mealtimes with site.,,11:30AM - 12:30PM,,,,,SFSP,662500,159956,,,WA,19,USA,U,87199,9/4/2024 0:00,2024,Spokane County,A,100,M,-117.229052,47.64298447,Eat On-Site
405813,Chehalis Middle School,Open,1060 SW 20th Street,,Chehalis,WA,98532,3608805538,,Aaron,Bradford,3608805538,Chehalis School District,7/9/2024,7/18/2024,"T, W, TH",Please confirm mealtimes with site.,,11:30AM - 12:00PM,,,,,SFSP,665942,159250,,,WA,19,USA,U,26497,9/4/2024 0:00,2024,Lewis County,A,100,M,-122.9417863,46.64314358,Eat On-Site
405814,James W. Lintott Elementary,Open,1220 Bishop Road,,Chehalis,WA,98532,3608805538,,Aaron,Bradford,3608805538,Chehalis School District,7/30/2024,8/15/2024,"T, W, TH",Please confirm mealtimes with site.,,11:30AM - 12:00PM,,,,,SFSP,685371,159250,,,WA,19,USA,U,328992,9/4/2024 0:00,2024,Lewis County,A,100,M,-122.9418086,46.64210556,Eat On-Site
405815,Orin C. Smith Elementary School,Open,1240 Bishop Road,,Chehalis,WA,98532,3608805538,,Aaron,Bradford,3608805538,Chehalis School District,7/30/2024,8/15/2024,"T, W, TH",Please confirm mealtimes with site.,,11:30AM - 12:00PM,,,,,SFSP,685372,159250,,,WA,19,USA,U,350024,9/4/2024 0:00,2024,Lewis County,A,100,M,-122.9418208,46.64175063,Eat On-Site
405817,Salnave Elementary,Open,1015 Salnave Rd,,Cheney,WA,99004,5095594595,,Kellisa,Kulm,5095594595,Cheney School District,6/24/2024,8/2/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:00AM - 9:00AM,11:30AM - 12:30PM,,,,,SFSP,660982,159243,,,WA,19,USA,U,357463,9/4/2024 0:00,2024,Spokane County,A,100,M,-117.594815,47.4818399,Eat On-Site
405819,Gess Elementary,Open,E. 405 Lincoln,P.O. Box 7,Chewelah,WA,99109,5096856800,84126,Pam,Hergesheimer,5096856800,Chewelah School District,6/20/2024,7/18/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:30AM - 9:00AM,12:00PM - 12:30PM,,,,,SFSP,661539,159382,,,WA,19,USA,U,27745,9/4/2024 0:00,2024,Stevens County,A,96.87,T,-117.7209735,48.28082972,Eat On-Site
405820,Gess Elementary,Open,E. 405 Lincoln,P.O. Box 7,Chewelah,WA,99109,5096856800,84126,Pam,Hergesheimer,5096856800,Chewelah School District,8/5/2024,8/15/2024,"M, T, W, TH",Please confirm mealtimes with site.,8:30AM - 9:00AM,12:00PM - 12:30PM,,,,,SFSP,661539,159382,,,WA,19,USA,U,27745,9/4/2024 0:00,2024,Stevens County,A,96.87,T,-117.7209735,48.28082972,Eat On-Site
405821,Chinese Community Center,Open,5025 N. Pearl,,Ruston,WA,98407,2533763553,,Belinda,Louie,2533763553,Chinese Community Center,6/24/2024,8/30/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:00AM - 9:00AM,11:30AM - 12:30PM,,,,,SFSP,663770,158804,,,WA,19,USA,U,57815,9/4/2024 0:00,2024,Pierce County,A,98.8,M,-122.515592,47.29721981,Eat On-Site
405818,Sunset Elementary,Open,12824 W 12th,P.O. Box 1869,Airway Heights,WA,99001,5095594595,,Kellisa,Kulm,5095594595,Cheney School District,6/24/2024,8/19/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:00AM - 9:00AM,11:30AM - 12:30PM,,,,,SFSP,660983,159243,,,WA,19,USA,U,39175,9/4/2024 0:00,2024,Spokane County,A,98.84,M,-117.5881949,47.64481343,Eat On-Site
405816,Cheney High School,Open,460 N. 6th St,,Cheney,WA,99004,5095594595,,Kellisa,Kulm,5095594595,Cheney School District,6/24/2024,8/2/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:00AM - 9:00AM,11:30AM - 12:30PM,,,,,SFSP,664669,159243,,,WA,19,USA,U,34767,9/4/2024 0:00,2024,Spokane County,A,100,T,-117.5805259,47.48914073,Eat On-Site
405822,Aki Kurose Middle School,Open,3928 S Graham Street,,Seattle,WA,98118,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,7/25/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,9:30AM - 9:55AM,11:40AM - 12:10PM,,,,,SFSP,659246,159842,,,WA,19,USA,U,40888,9/4/2024 0:00,2024,King County,A,100,M,-122.2827582,47.54607648,Eat On-Site
405825,Bitter Lake Community Center,Open,13035 Linden Avenue North,,Seattle,WA,98133,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 1:00PM,,3:00PM - 3:30PM,,,SFSP,658854,159842,,,WA,19,USA,U,41445,9/4/2024 0:00,2024,King County,A,100,M,-122.3482023,47.72365095,Eat On-Site
405823,Beacon Hill Playground,Open,1902 13th Ave S,,Seattle,WA,98144,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 4:00PM,,,SFSP,658829,159842,,,WA,19,USA,U,41299,9/4/2024 0:00,2024,King County,A,100,M,-122.3159148,47.5862821,Eat On-Site
405824,Beer Sheva Park,Open,8650 55th Ave S,,Seattle,WA,98118,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,664876,159842,,,WA,19,USA,U,57405,9/4/2024 0:00,2024,King County,A,100,M,-122.263661,47.52561804,Eat On-Site
405827,Cal Anderson Park,Open,1635 11th Ave,,Seattle,WA,98122,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/9/2024,8/15/2024,"M, T, TH, F",Please confirm mealtimes with site.,,11:00AM - 1:00PM,,,,,SFSP,663086,159842,,,WA,19,USA,U,57619,9/4/2024 0:00,2024,King County,A,100,M,-122.3182502,47.61599184,Eat On-Site
405826,Brighton Playfield,Open,6000 39th Ave. S.,,Seattle,WA,98118,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,686238,159842,,,WA,19,USA,U,297627,9/4/2024 0:00,2024,King County,A,100,M,-122.2832834,47.54879978,Eat On-Site
405828,Cascade Playground,Open,333 Pontius Ave N,,Seattle,WA,98109,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/9/2024,8/15/2024,"M, T",Please confirm mealtimes with site.,,3:00PM - 5:00PM,,,,,SFSP,665392,159842,,,WA,19,USA,U,41949,9/4/2024 0:00,2024,King County,A,100,M,-122.3318209,47.62180707,Eat On-Site
405830,Cascade View Elementary,Open,13601 32nd Ave. South,,Tukwila,WA,98168,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/8/2024,7/25/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:30AM - 9:00AM,12:00PM - 12:30PM,,,,,SFSP,665275,159842,,,WA,19,USA,U,148193,9/4/2024 0:00,2024,King County,A,100,M,-122.2918731,47.48112793,Eat On-Site
405829,Cascade View Community Park,Open,14211 37th ave s,,Tukwila,WA,98168,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/8/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:45AM - 12:45PM,,,,,SFSP,678950,159842,,,WA,19,USA,U,41950,9/4/2024 0:00,2024,King County,A,100,M,-122.286585,47.47572605,Eat On-Site
405835,East African Community Services,Open,7050 32nd Ave S,,Seattle,WA,98118,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/8/2024,8/16/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:00AM - 12:00PM,,2:00PM - 3:00PM,,,SFSP,665280,159842,,,WA,19,USA,U,42779,9/4/2024 0:00,2024,King County,A,100,M,-122.2909278,47.5393945,Eat On-Site
405836,Foster High School,Open,4242 S. 144th Street,,Tukwila,WA,98168,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/8/2024,7/25/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,7:30AM - 8:30AM,11:00AM - 11:30AM,,,,,SFSP,663730,159842,,,WA,19,USA,U,43298,9/4/2024 0:00,2024,King County,A,100,M,-122.2795943,47.47421985,Eat On-Site
405833,Denny Park,Open,100 Dexter Ave N,,Seattle,WA,98122,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/9/2024,8/15/2024,"TH, F",Please confirm mealtimes with site.,,3:00PM - 5:00PM,,,,,SFSP,665393,159842,,,WA,19,USA,U,42604,9/4/2024 0:00,2024,King County,A,99.52,M,-122.3422999,47.61859956,Eat On-Site
405837,Garfield Community Center,Open,2323 E. Cherry St.,,Seattle,WA,98122,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 1:00PM,,3:00PM - 3:45PM,,,SFSP,658856,159842,,,WA,19,USA,U,43453,9/4/2024 0:00,2024,King County,A,100,M,-122.3025818,47.60795299,Eat On-Site
405839,Hand in Hand Community Development,Open,5112 S Kenyon St,,Seattle,WA,98118,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,7/12/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:00AM - 1:00PM,,2:00PM - 4:00PM,,,SFSP,685276,159842,,,WA,19,USA,U,124361,9/4/2024 0:00,2024,King County,A,100,M,-122.2692225,47.5317216,Eat On-Site
405840,High Point Community Center,Open,6920 34th Ave. SW,,Seattle,WA,98126,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/16/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 12:30PM,,2:30PM - 3:00PM,,,SFSP,658858,159842,,,WA,19,USA,U,43947,9/4/2024 0:00,2024,King County,A,100,M,-122.3751517,47.53978193,Eat On-Site
405841,Highland Park Playground,Open,1100 SW Cloverdale Street,,Seattle,WA,98106,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,658837,159842,,,WA,19,USA,U,58542,9/4/2024 0:00,2024,King County,A,100,M,-122.3495646,47.52657522,Eat On-Site
405838,Georgetown Park,Open,750 S Homer St,,Seattle,WA,98108,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:30PM,,,SFSP,683483,159842,,,WA,19,USA,U,347892,9/4/2024 0:00,2024,King County,A,100,M,-122.322255,47.55112607,Eat On-Site
405834,Duwamish Waterway Park,Open,7900 10th Ave S,,Seattle,WA,98106,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,687910,159842,,,WA,19,USA,U,366126,9/4/2024 0:00,2024,King County,A,99.52,M,-122.3201035,47.53120817,Eat On-Site
405843,Jefferson Community Center,Open,3801 Beacon Avenue S,,Seattle,WA,98108,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 1:00PM,,3:30PM - 4:00PM,,,SFSP,658859,159842,,,WA,19,USA,U,44316,9/4/2024 0:00,2024,King County,A,100,M,-122.3076469,47.57000521,Eat On-Site
405847,Magnuson Community Center,Open,7110 62nd Ave NE,,Seattle,WA,98115,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 1:00PM,,3:30PM - 4:30PM,,,SFSP,686241,159842,,,WA,19,USA,U,306375,9/4/2024 0:00,2024,King County,A,100,M,-122.2621256,47.68024712,Eat On-Site
405842,Ingraham High School,Open,1819 N 135th St,,Seattle,WA,98133,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/9/2024,8/1/2024,"M, T, W, TH",Please confirm mealtimes with site.,8:30AM - 9:00AM,12:00PM - 12:30PM,,,,,SFSP,683552,159842,,,WA,19,USA,U,350013,9/4/2024 0:00,2024,King County,A,100,M,-122.33701,47.72677794,Eat On-Site
405844,Judkins (lower) Playground,Open,2150 S. Norman St.,,Seattle,WA,98144,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,658838,159842,,,WA,19,USA,U,58713,9/4/2024 0:00,2024,King County,A,100,M,-122.3046032,47.59306133,Eat On-Site
405846,Langston Hughes Performing Arts Center,Open,104 17th Avenue South,,Seattle,WA,98144,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/2/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,8:30AM - 9:00AM,12:00PM - 1:00PM,,,,,SFSP,658860,159842,,,WA,19,USA,U,58859,9/4/2024 0:00,2024,King County,A,100,M,-122.3101825,47.60160766,Eat On-Site
405848,Maplewood Playground,Open,4801 Corson Ave. S.,,Seattle,WA,98108,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/16/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,658840,159842,,,WA,19,USA,U,59038,9/4/2024 0:00,2024,King County,A,100,M,-122.3176503,47.55956803,Eat On-Site
405855,North Acres Playground,Open,12718 1st ave ne,,Seattle,WA,98125,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,658842,159842,,,WA,19,USA,U,59378,9/4/2024 0:00,2024,King County,A,100,M,-122.3288327,47.72256087,Eat On-Site
405851,Mercer Middle School,Open,1600 S. Columbian Way,,Seattle,WA,98108,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/8/2024,8/16/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,9:30AM - 9:50AM,11:40AM - 12:10PM,,,,,SFSP,658940,159842,,,WA,19,USA,U,59131,9/4/2024 0:00,2024,King County,A,100,M,-122.3119373,47.56272868,Eat On-Site
405856,Northgate Community Center,Open,10510 5th Ave. NE,,Seattle,WA,98125,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 1:00PM,,3:00PM - 4:00PM,,,SFSP,664019,159842,,,WA,19,USA,U,209459,9/4/2024 0:00,2024,King County,A,100,M,-122.3230709,47.70507638,Eat On-Site
405857,Othello Playground,Open,4351 S. Othello St.,,Seattle,WA,98118,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,658843,159842,,,WA,19,USA,U,59494,9/4/2024 0:00,2024,King County,A,100,M,-122.2785805,47.53699775,Eat On-Site
405860,Rainier Beach Community Center,Open,8825 Rainier Avenue South,,Seattle,WA,98118,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 1:00PM,,3:00PM - 4:00PM,,,SFSP,660317,159842,,,WA,19,USA,U,59868,9/4/2024 0:00,2024,King County,A,100,M,-122.2700782,47.52458975,Eat On-Site
405849,Mary's Place @Allen Family Center,Open,3190 Martin Luther King Jr,,Seattle,WA,98144,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:00AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,687913,159842,,,WA,19,USA,U,363362,9/4/2024 0:00,2024,King County,A,98.38,T,-122.2966452,47.57513556,Eat On-Site
405859,Pratt Park,Open,201 20th Ave S,,Seattle,WA,98144,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,683481,159842,,,WA,19,USA,U,348013,9/4/2024 0:00,2024,King County,A,100,M,-122.3064396,47.60080094,Eat On-Site
405858,Powell Barnett Playground,Open,352 Martin Luther King Jr Way,,Seattle,WA,98112,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,658845,159842,,,WA,19,USA,U,348012,9/4/2024 0:00,2024,King County,A,99.55,M,-122.2960655,47.62258797,Eat On-Site
405866,Roxhill Playground,Open,2850 SW Roxbury Street,,Seattle,WA,98126,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,658847,159842,,,WA,19,USA,U,59993,9/4/2024 0:00,2024,King County,A,100,M,-122.3704972,47.51747749,Eat On-Site
405861,Rainier Community Center,Open,4600 38th Ave S,,Seattle,WA,98118,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:30PM,,3:00PM - 4:00PM,,,SFSP,658865,159842,,,WA,19,USA,U,350027,9/4/2024 0:00,2024,King County,A,100,M,-122.2848761,47.56170907,Eat On-Site
405862,Rainier Community Center,Open,4600 38th Ave S,,Seattle,WA,98118,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/22/2024,8/23/2024,"M, T, W, TH",Please confirm mealtimes with site.,,,,3:00PM - 4:00PM,,,SFSP,658865,159842,,,WA,19,USA,U,350027,9/4/2024 0:00,2024,King County,A,100,M,-122.2848761,47.56170907,Eat On-Site
405868,SHA - High Point Commons Park,Open,3201 SW Graham St,,Seattle,WA,98126,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/8/2024,8/16/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,,,1:00PM - 3:00PM,,,SFSP,686289,159842,,,WA,19,USA,U,209700,9/4/2024 0:00,2024,King County,A,100,M,-122.3733216,47.54661319,Eat On-Site
405863,Rainier Vista Boys & Girls Club,Open,4520 MLK Jr Way S,,Seattle,WA,98108,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,6/26/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 1:00PM,,3:00PM - 4:00PM,,,SFSP,658913,159842,,,WA,19,USA,U,59871,9/4/2024 0:00,2024,King County,A,100,M,-122.2943593,47.56276086,Eat On-Site
